restaurant_id,restaurant_name,category,location,price_range,overall_rating,food_rating,service_rating,ambiance_rating,review_text,review_date,reviewer_name,source,aspect_sentiments
rg_6132595,Azahar Restaurant,"Fusión, Mediterránea, Pescado y marisco",Panama City,$$$,5.0,,,,"Azahar Restaurant es un lugar encantador, con un ambiente elegante y una vista espectacular. La comida es deliciosa, con presentaciones cuidadas y sabores únicos. El servicio es atento y profesional, lo que hace que la experiencia sea aún mejor. Ideal para una cena especial o simplemente disfrutar de buena gastronomía en un lugar acogedor. ¡Totalmente recomendado! Food 5 Service 5 Atmosphere 5 Meal type Brunch Price per person PAB 1520",,,restaurantguru,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}"
rg_7386270,Restaurante Santa Rita  Comida Española Panamá,"Española, Argentina, Churrasquería",Panama City,$$,4.9,,,,"El lugar es muy bonito y la comida muy buena! Es un lugar pequeño y se hace un poco de ruido, pero fuera de eso la experiencia fue muy buena! Las patatas bravas estaban buenísimas. Food 5 Service 4 Atmosphere 4",,,restaurantguru,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}"
rg_7386270,Restaurante Santa Rita  Comida Española Panamá,"Española, Argentina, Churrasquería",Panama City,$$,4.9,,,,"Pésima comida, mala atención y lo peor te meten dólares falsos aprovechando la poca luz del lugar. Cuando reclamas obviamente se hacen los desentendidos. Si no quieren vivir una mala experiencia, NO VALLAN!! Food 1 Service 1 Atmosphere 1 Price per person PAB 3035",,,restaurantguru,"{'comida': 'negative', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'negative'}"
rg_7386270,Restaurante Santa Rita  Comida Española Panamá,"Española, Argentina, Churrasquería",Panama City,$$,4.9,,,,"Fuimos a cenar en Santa Rita en nuestra última noche en Panamá y fue, sin exagerar, uno de los mejores momentos del viaje. El lugar es hermoso, con un ambiente cálido y elegante que invita a relajarse y disfrutar. Pero lo que realmente marca la diferencia es la atención impecable, cercana y genuina. Incluso la dueña, argentina, se acercó a saludarnos, y ese gesto hizo que la experiencia se sintiera todavía más especial y personalizada. Decidimos compartir varias entradas y platos, y cada uno superó al anterior. Los buñuelos de bacalao estaban increíbles, el portobello lleno de sabor y la tortilla de papas con trufa directamente espectacular. De principales, el salmón con papas y la pesca del día con risotto de hongos fueron de un nivel altísimo, con productos de calidad y una ejecución impecable. Se nota cuando hay pasión detrás de un proyecto, y Santa Rita lo transmite en cada detalle en la comida, en el servicio y en el ambiente. Es de esos lugares que no solo recomendás, sino que realmente querés que otros descubran. Sin duda volveríamos. Gracias por una noche inolvidable. Food 5 Service 5 Atmosphere 5 Price per person PAB 4045",,,restaurantguru,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
rg_8821814,Valentis Pizzería y Restaurante,Italiana,Panama City,$$,4.9,,,,"Me encantó el lugar y la comida 1000000010. El servicio es excelente, son muy amables y explican acerca de todo. Atienden muy rápido y la comida no demora mucho. Ambientes tranquilo para una tarde donde quieres relajarte y solo comer Service Dine in Meal type Dinner Price per person PAB 2025 Food 5 Service 5 Atmosphere 5 Recommended dishes Fettuccine Alfredo Con Pollo, Hawaiianabacon de 8",,,restaurantguru,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'positive', 'ambiente': 'positive'}"
rg_8821814,Valentis Pizzería y Restaurante,Italiana,Panama City,$$,4.9,,,,"Desde la bienvenida hasta cantar el cumpleaños todo fue excelente, nos asignaron una chica para el servicio, arreglaron la mesa con dulce y otros... La atención, actitud, servicio, precios y comida sobrepasó nuestras espectativas. Regresaremos, gracias chicas Service Dine in Meal type Dinner Price per person PAB 510 Food 5 Service 5 Atmosphere 5 Recommended dishes Calzone de Jamón, Palitroques Con Ajo Rellenos de Mozzarella, Lasagna de Carne",,,restaurantguru,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'positive', 'ambiente': 'neutral'}"
rg_8821814,Valentis Pizzería y Restaurante,Italiana,Panama City,$$,4.9,,,,"Es un ambiente agradable, aparte de eso cuando llegas tienes una buena atención por parte de los saloneros y la comida es muy deliciosa se los recomiendo full Service Dine in Meal type Dinner Price per person PAB 2025 Food 5 Service 5 Atmosphere 5",,,restaurantguru,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'positive', 'ambiente': 'positive'}"
rg_1585935,Kaandela Restaurant,Panameña,Panama City,$$$,4.9,,,,Muy bueno Food 4 Service 5 Atmosphere 5,,,restaurantguru,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}"
rg_1585935,Kaandela Restaurant,Panameña,Panama City,$$$,4.9,,,,"La comida no está mal. Pero parece que el mesero no le interesó lo que pedimos. Pedimos dos platillos, uno de entrada y otro de plato fuerte. Nos trajeron ambos platos exactamente al mismo tiempo. El mesero nos recomendó la carne bien cocida, pero decidimos pedirla termino medio y aún así le trajeron bien cocida. ¿Entonces para qué preguntan? Finalmente pedimos un espresso con el postre y trajeron el café 20 minutos después. Food 3 Service 2 Atmosphere 4",,,restaurantguru,"{'comida': 'neutral', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
rg_1585935,Kaandela Restaurant,Panameña,Panama City,$$$,4.9,,,,"Kaandela Restaurant is an absolute gem in historic downtown Panama! Located in the heart of the city just minutes from the cathedral, the restaurant is surrounded by stunning architecture and breathtaking views that create an unforgettable atmosphere. A special thank you to Luis Afu, the restaurant manager, who provided extensive and thoughtful details about food preparation and perfect wine pairing options. His knowledge and passion truly elevated the entire dining experience. The staff is fantastic  welcoming, attentive, and incredibly knowledgeable. You can genuinely feel their passion for hospitality from the moment you arrive. Chef Jose Aparicio even came out, and we had the opportunity to meet and personally thank him. He is such a young and talented chef with a true passion for the art of cooking. From the rich flavors to the beautiful plating, every dish is presented like art and tastes just as incredible. I cant emphasize enough how delicious the meal was. I will definitely be back to continue experiencing the food, culture, and vibrant energy this place brings. Highly recommend! P.S. If youre lucky, you may even be able to book a stay in this exclusive location  which makes the experience even more special. Meal type Dinner Price per person PAB 50 Food 5 Service 5 Atmosphere 5",,,restaurantguru,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}"
rg_1362605,Aya la Vida Restaurante Comida Panameña Panamá,"Caribeña, Centroamericana, Grill",Panama City,$$$$,4.9,,,,"What a great experience Aya la Vida was! We came on the recommendation of friends and were so glad we did! The restaurant was spacious with many different sized tables for groups of every size. They had live music the night we went, which was such a fun experience to be a part of. The food was delicious  traditional Panamanian. Dont be turned off or confused by some of the dish names  they did literal translations for a few. We got the Volcano Old Clothes Meat  in Spanish its Ropa Vieja  which is a traditional slow cooked beef. Drinks were good, too, and all was reasonably priced. Id recommend a reservation, especially if youre more than 4. Meal type Dinner Price per person PAB 4045 Food 5 Service 5 Atmosphere 5",,,restaurantguru,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'positive', 'ambiente': 'positive'}"
rg_1362605,Aya la Vida Restaurante Comida Panameña Panamá,"Caribeña, Centroamericana, Grill",Panama City,$$$$,4.9,,,,the lady at the reception was quite rude and kept pushing us to tip more even though we were quite unsatisfied our overall experience. we happened to be wearing casual clothes and were purposely seated at the very back behind a wall next to the bathroom and the kitchen even though the restaurant was almost EMPTY. there was live music and we couldnt see a thing because we were hidden away behind the wall. the food was mediocre and the rice we ordered was extremely undercooked. considering the quality pretty overpriced Meal type Dinner Price per person PAB 2025 Food 2 Service 2 Atmosphere 5,,,restaurantguru,"{'comida': 'negative', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}"
rg_1362605,Aya la Vida Restaurante Comida Panameña Panamá,"Caribeña, Centroamericana, Grill",Panama City,$$$$,4.9,,,,"We went to Aya La Vida as a group of four and from start to finish it was simply outstanding. We ordered three appetizers, three main dishes, and three desserts  and every single plate was excellent. Not one weak point. Everything we tried was full of flavor, beautifully presented, and clearly made with pride. But what made the entire experience next level was our server, Sonny. Sonny was absolutely amazing. Friendly, happy, professional, and incredibly efficient. Every dish we ordered was his recommendation  and he nailed every single one. That kind of confidence and knowledge only comes from someone who truly understands and believes in what theyre serving. He prepared the steak tartare right at the table, explaining everything and engaging with all of us. Then he came back for dessert and did the rum flambé tableside  fire, presentation, energy  the whole experience. Its that extra effort, that extra pride in service, that makes you genuinely happy to leave a 2030 tip without even thinking about it. When you find a place with great food and service that is genuinely warm and kind, it changes the entire night. You can feel that the manager, the kitchen, and the ownership are doing something special. They are showcasing quality Panamanian cuisine in a way that makes both locals and tourists proud. Live music, dancing on Thursdays, great vibe, amazing hospitality  this place has it all. Huge congratulations to the team at Aya La Vida, and especially to Sonny. Well definitely be back. Meal type Dinner Price per person PAB 3035 Food 5 Service 5 Atmosphere 5",,,restaurantguru,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}"
rg_7546087,Applebees Grill  Bar  Town Center Costa del Este,Americana,Panama City,$$,4.9,,,,Great service! Jose did an amazing job! Meal type Other Price per person PAB 1520 Food 5 Service 5 Atmosphere 5,,,restaurantguru,"{'comida': 'neutral', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}"
rg_7546087,Applebees Grill  Bar  Town Center Costa del Este,Americana,Panama City,$$,4.9,,,,"My waiters name was Christopher and he gave great customer service, and the food was great, was happy to enjoy Applebees while visiting here in Panama. Meal type Dinner Food 5 Service 5 Atmosphere 5",,,restaurantguru,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}"
rg_7546087,Applebees Grill  Bar  Town Center Costa del Este,Americana,Panama City,$$,4.9,,,,All good. Maria and Andrea were very nice Meal type Dinner Food 5 Service 4 Atmosphere 5,,,restaurantguru,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}"
