restaurant_id,restaurant_name,category,location,price_range,overall_rating,food_rating,service_rating,ambiance_rating,review_text,review_date,reviewer_name,source,aspect_sentiments,review_text_normalized,restaurant_name_normalized,category_normalized,review_language,word_count,char_count,avg_word_length
102927,Sugoi Brisas del Golf,General,Panamá,,,,,,Bueno solo que la comida tardo un poco pero los chicos súper amables y atentos . Buen ambiente y buen aire acondicionado,2026-06-10,Nikaira I.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}",bueno solo comida tardo chicos super amables atentos . buen ambiente buen aire acondicionado,sugoi brisas del golf,general,spanish,22,120,4.5
102927,Sugoi Brisas del Golf,General,Panamá,,,,,,"excelente comida siempre, la atención puede mejorar ya que esperamos mucho tiempo por los sushis y constantemente teníamos que pedir agua, pero el trato fue bueno y la calidad de la comida bien.",2026-06-10,Gladys B.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","excelente comida siempre, atencion puede mejorar esperamos tiempo sushis constantemente teniamos pedir agua, trato bueno calidad comida bien.",sugoi brisas del golf,general,spanish,33,194,4.909090909090909
102927,Sugoi Brisas del Golf,General,Panamá,,,,,,"buena atención y muy bueno los sushi, lo recomiendo y el postre que pedimos cookies and Cream roll estuvo delicioso",2026-06-08,Jessica L.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","buena atencion bueno sushi, recomiendo postre pedimos cookies and cream roll delicioso",sugoi brisas del golf,general,spanish,20,115,4.8
102927,Sugoi Brisas del Golf,General,Panamá,,,,,,"A pesar de ser una sucursal pequeña, es muy acogedora, íntima y muy bonita. Personal siempre atento y a disposición, comida rica y sin perder su estilo. En esta oportunidad celebramos cumpleaños, pero para cualquier ocasión sin duda volvería.",2026-06-03,Karol S.,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}","pesar ser sucursal pequena, acogedora, intima bonita. personal siempre atento disposicion, comida rica perder estilo. oportunidad celebramos cumpleanos, cualquier ocasion duda volveria.",sugoi brisas del golf,general,spanish,39,242,5.230769230769231
106995,Austin Mamas Costa del Este,General,Panamá,,,,,,Austin Mamas ofrece una comida espectacular con un ambiente brutal. El servicio es impecable y los sabores realmente te conquistan. ¡Súper recomendado!,2026-06-12,Jose Angel E.,degusta,"{'comida': 'neutral', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}",austin mamas ofrece comida espectacular ambiente brutal. servicio impecable sabores realmente conquistan. ¡super recomendado!,austin mamas costa del este,general,spanish,22,151,5.909090909090909
106995,Austin Mamas Costa del Este,General,Panamá,,,,,,"Excelente sabor, excelente atención. Estuvimos allí por Aniversario de Bodas y nos trataron tan bien que de cortesía nos dieron un postre  la comida pensé que demoraria un poco y para nada! La atención de Steven fue excelente!",2026-06-11,Lourdes R.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","excelente sabor, excelente atencion. alli aniversario bodas trataron tan bien cortesia dieron postre comida pense demoraria nada! atencion steven excelente!",austin mamas costa del este,general,spanish,38,226,4.947368421052632
106995,Austin Mamas Costa del Este,General,Panamá,,,,,,"Buena atención, no tuvimos ni que pedir agua cuando ya nos la habían servido. La comida no demoró ni 15 minutos, pedí un 2x2 y como siempre el brisket y las ribs estaban buenisimas.",2026-06-11,Luciano V.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","buena atencion, pedir agua habian servido. comida demoro 15 minutos, pedi 2x2 siempre brisket ribs buenisimas.",austin mamas costa del este,general,spanish,34,181,4.352941176470588
106995,Austin Mamas Costa del Este,General,Panamá,,,,,,"un buen lugar para ir a disfrutar de asados, ambiente bien ajustado a la cultura americana. mejorable el rub de la carne algo excesivo en sal.",2026-06-10,Jairo J. G.,degusta,"{'comida': 'neutral', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","buen lugar ir disfrutar asados, ambiente bien ajustado cultura americana. mejorable rub carne excesivo sal.",austin mamas costa del este,general,spanish,26,142,4.5
106995,Austin Mamas Costa del Este,General,Panamá,,,,,,"Fuimos un grupo de 8, nos fue excelente. El brisket y el pulled pork 100 recomendados. La atención, impecable. Es una excelente opción para ir en grupo!",2026-06-05,Jorge A.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","grupo 8, excelente. brisket pulled pork 100 recomendados. atencion, impecable. excelente opcion ir grupo!",austin mamas costa del este,general,spanish,27,152,4.666666666666667
101505,Casa Alejandro,General,Panamá,,,,,,Una buenísima opción para un almuerzo de negocios. La comida y la atención siempre excelente. Cuenta con valet parking lo que es un plus.,2026-06-13,Aracelis A.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}",buenisima opcion almuerzo negocios. comida atencion siempre excelente. cuenta valet parking plus.,casa alejandro,general,spanish,24,137,4.75
101505,Casa Alejandro,General,Panamá,,,,,,"Comida española 100 el menú es extenso. Todo lo que he probado vale la pena, te sientes es casa de un español de visita. El duelo está presente en el restaurante y es un plus",2026-06-02,Hector V.,degusta,"{'comida': 'neutral', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","comida espanola 100 menu extenso. probado vale pena, sientes casa espanol visita. duelo presente restaurante plus",casa alejandro,general,spanish,35,174,4.0
101505,Casa Alejandro,General,Panamá,,,,,,"Para un almuerzo este lugar buenisimo. Llegamos y siempre está full. Comida rica, fresca, estilo española. Lugar recomendado. Tiene valet parking.",2026-06-01,Natalia B.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}","almuerzo lugar buenisimo. llegamos siempre full. comida rica, fresca, estilo espanola. lugar recomendado. valet parking.",casa alejandro,general,spanish,21,146,6.0
101505,Casa Alejandro,General,Panamá,,,,,,"La comida no defrauda, el servicio y atención excelente. Una extensa y variada carta. Recomiendo los garbanzos con bacalao, hongos con ajo, pulpo al ajillo y por supuesto la crema catalana. Son esos lugares que no fallan. El chefdueño siempre da la vuelta pendiente de los detalles. Tienen area para estacionamiento.",2026-05-17,Buen comensal,degusta,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}","comida defrauda, servicio atencion excelente. extensa variada carta. recomiendo garbanzos bacalao, hongos ajo, pulpo ajillo supuesto crema catalana. lugares fallan. chefdueno siempre da vuelta pendiente detalles. area estacionamiento.",casa alejandro,general,spanish,51,316,5.215686274509804
101505,Casa Alejandro,General,Panamá,,,,,,"excelente restaurante, te sientes como en casa, siempre sera un lugar full recomendado. Desde que le conoci, y tengo invitados en Panama, es una salida obligatoria, nunca fallan.",2026-05-17,Jorge L.,degusta,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}","excelente restaurante, sientes casa, siempre sera lugar full recomendado. conoci, invitados panama, salida obligatoria, nunca fallan.",casa alejandro,general,spanish,28,178,5.392857142857143
rg_6575070,Salsipuedes Restaurant,"Latinoamericana, Contemporanea, Panameña",Panama City,$$,4.9,,,,"excelente restaurante, lindo lugar, amable atención, deliciosa comida",,,restaurantguru,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}","excelente restaurante, lindo lugar, amable atencion, deliciosa comida",salsipuedes restaurant,"latinoamericana, contemporanea, panamena",spanish,8,69,7.75
rg_6575070,Salsipuedes Restaurant,"Latinoamericana, Contemporanea, Panameña",Panama City,$$,4.9,,,,Excelente servicio el lugar es agradable se los recomiendo sin duda. Food 5 Service 5 Atmosphere 5 Meal type Lunch,,,restaurantguru,"{'comida': 'neutral', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}",excelente servicio lugar agradable recomiendo duda. food 5 service 5 atmosphere 5 meal type lunch,salsipuedes restaurant,"latinoamericana, contemporanea, panamena",spanish,20,114,4.75
rg_6575070,Salsipuedes Restaurant,"Latinoamericana, Contemporanea, Panameña",Panama City,$$,4.9,,,,"Salsipuedes Restaurant After a long humid day in the forest we just walked by this hotel and said screw it. The location and set up is gorgeous, their servers are well trained and polite! Just a side note they charge you for the water they put on your table. Found that quite odd The bartender knows exactly what hes doing, every cocktail we tried was delicious and perfectly balanced. The chefs menu looks fantastic with lots of variety and colours. Excited to dive in. We got complimentary plantain chips and warm Panamanian bread to start! Delicious appetizer 8.810 Ordered the Salmon Ceviche 9.210 colourful, acidic, fatty, crunch, soft. It was hitting every note and overall fantastic dish. I got the curry Afrocaribeño 6.210. The coconut rice was seasoned to perfection, not too sweet and perfectly cooked. Presented in a big banana leaf to show tradition great touch. Overall flavour was pretty good but there was some technical flaws. The eggplant definitely wasnt soaked in salt water for preparation as it was quite bitter. Also there was just half a piece of Brussels sprout and half a piece of asparagus? I dont know if I just got a bad portion but that shouldnt happen. It was mainly zucchini and egg plant. The chicken was also quite dry which was disappointing. Causa y Camarones 7.510. Gorgeous plating and a cold dish. Shrimps were cooked beautifully and all the flavours were delicate. The flavours overall werent wowing and personally I think it could have used some spice. Also sauce to dish ratio was too much. Food 4 Service 4 Atmosphere 4 Meal type Lunch Price per person PAB 4550",,,restaurantguru,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}","salsipuedes restaurant after long humid day in the forest we just walked by this hotel and said screw it. the location and set up is gorgeous, their servers are well trained and polite! just side note they charge you for the water they put on your table. found that quite odd the bartender knows exactly what hes doing, every cocktail we tried was delicious and perfectly balanced. the chefs menu looks fantastic with lots of variety and colours. excited to dive in. we got complimentary plantain chips and warm panamanian bread to start! delicious appetizer 8.810 ordered the salmon ceviche 9.210 colourful, acidic, fatty, crunch, soft. it was hitting every note and overall fantastic dish. i got the curry afrocaribeno 6.210. the coconut rice was seasoned to perfection, not too sweet and perfectly cooked. presented in big banana leaf to show tradition great touch. overall flavour was pretty good but there was some technical flaws. the eggplant definitely wasnt soaked in salt water for preparation as it was quite bitter. also there was just half piece of brussels sprout and half piece of asparagus? i dont know if i just got bad portion but that shouldnt happen. it was mainly zucchini and egg plant. the chicken was also quite dry which was disappointing. causa camarones 7.510. gorgeous plating and cold dish. shrimps were cooked beautifully and all the flavours were delicate. the flavours overall werent wowing and personally i think it could have used some spice. also sauce to dish ratio was too much. food 4 service 4 atmosphere 4 meal type lunch price per person pab 4550",salsipuedes restaurant,"latinoamericana, contemporanea, panamena",english,276,1603,4.811594202898551
rg_7008572,Sugoi Caribbean Sushi  Condado del Rey,Sushi,Panama City,$$,4.9,,,,Fuimos a la sucursal del Condado de Rey y todo excelente. Fui con mi esposo nos pedimos un padthai y rolles Tokio y PTY. Muy rico todo. La atención de los chicos super. Nos atendió Luisana muy amable y coordial. Meal type Dinner Price per person PAB 4550 Food 5 Service 5 Atmosphere 5,,,restaurantguru,"{'comida': 'neutral', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}",sucursal condado rey excelente. esposo pedimos padthai rolles tokio pty. rico todo. atencion chicos super. atendio luisana amable coordial. meal type dinner price per person pab 4550 food 5 service 5 atmosphere 5,sugoi caribbean sushi condado del rey,sushi,spanish,54,284,4.277777777777778
rg_7008572,Sugoi Caribbean Sushi  Condado del Rey,Sushi,Panama City,$$,4.9,,,,"The food and service were really good. Staff were very friendly and welcoming. Will definitely come again. Thank you. Price per person PAB 1520 Food 5 Service 5 Atmosphere 5 Recommended dishes Sugoi Roll, Gyosas Vegetarian options Good choice Dietary restrictions Good",,,restaurantguru,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'positive', 'ambiente': 'neutral'}","the food and service were really good. staff were very friendly and welcoming. will definitely come again. thank you. price per person pab 1520 food 5 service 5 atmosphere 5 recommended dishes sugoi roll, gyosas vegetarian options good choice dietary restrictions good",sugoi caribbean sushi condado del rey,sushi,english,42,268,5.404761904761905
rg_7008572,Sugoi Caribbean Sushi  Condado del Rey,Sushi,Panama City,$$,4.9,,,,Family celebration  EXCELLENT food  REAL espresso!  definitely coming back! Make a reservation! Meal type Dinner Food 5 Service 5 Atmosphere 5,,,restaurantguru,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}",family celebration excellent food real espresso! definitely coming back! make reservation! meal type dinner food 5 service 5 atmosphere 5,sugoi caribbean sushi condado del rey,sushi,spanish,21,142,5.666666666666667
rg_6132595,Azahar Restaurant,"Fusión, Mediterránea, Pescado y marisco",Panama City,$$$,5.0,,,,"Se come bien, pero el servicio aquí y en Panamá en generla es MUUUY LENTO. No recogen los platos sucios y las bebidas tardan mucho em dártelas. Food 4 Service 2 Atmosphere 3",,,restaurantguru,"{'comida': 'neutral', 'servicio': 'negative', 'precio': 'neutral', 'ambiente': 'neutral'}","come bien, servicio aqui panama generla muuuy lento. recogen platos sucios bebidas tardan em dartelas. food 4 service 2 atmosphere 3",azahar restaurant,"fusion, mediterranea, pescado y marisco",spanish,33,173,4.2727272727272725
rg_6132595,Azahar Restaurant,"Fusión, Mediterránea, Pescado y marisco",Panama City,$$$,5.0,,,,"Excelente lugar para compartir en pareja o con amigos, no es una salida a comer, es una experiencia desde la llegada al lugar. Me preguntaron si tenia algún tipo de alergias antes de pedir. Mi parte favorita el postre 100100. Food 5 Service 5 Atmosphere 5 Order type Dine in Meal type Dinner Price per person PAB 3035",,,restaurantguru,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}","excelente lugar compartir pareja amigos, salida comer, experiencia llegada lugar. preguntaron si tenia algun tipo alergias pedir. parte favorita postre 100100. food 5 service 5 atmosphere 5 order type dine in meal type dinner price per person pab 3035",azahar restaurant,"fusion, mediterranea, pescado y marisco",spanish,58,317,4.482758620689655
rg_6132595,Azahar Restaurant,"Fusión, Mediterránea, Pescado y marisco",Panama City,$$$,5.0,,,,"Azahar Restaurant es un lugar encantador, con un ambiente elegante y una vista espectacular. La comida es deliciosa, con presentaciones cuidadas y sabores únicos. El servicio es atento y profesional, lo que hace que la experiencia sea aún mejor. Ideal para una cena especial o simplemente disfrutar de buena gastronomía en un lugar acogedor. ¡Totalmente recomendado! Food 5 Service 5 Atmosphere 5 Meal type Brunch Price per person PAB 1520",,,restaurantguru,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}","azahar restaurant lugar encantador, ambiente elegante vista espectacular. comida deliciosa, presentaciones cuidadas sabores unicos. servicio atento profesional, hace experiencia aun mejor. ideal cena especial simplemente disfrutar buena gastronomia lugar acogedor. ¡totalmente recomendado! food 5 service 5 atmosphere 5 meal type brunch price per person pab 1520",azahar restaurant,"fusion, mediterranea, pescado y marisco",spanish,70,439,5.285714285714286
rg_7386270,Restaurante Santa Rita  Comida Española Panamá,"Española, Argentina, Churrasquería",Panama City,$$,4.9,,,,"El lugar es muy bonito y la comida muy buena! Es un lugar pequeño y se hace un poco de ruido, pero fuera de eso la experiencia fue muy buena! Las patatas bravas estaban buenísimas. Food 5 Service 4 Atmosphere 4",,,restaurantguru,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'positive'}","lugar bonito comida buena! lugar pequeno hace ruido, experiencia buena! patatas bravas buenisimas. food 5 service 4 atmosphere 4",restaurante santa rita comida espanola panama,"espanola, argentina, churrasqueria",spanish,41,210,4.146341463414634
rg_7386270,Restaurante Santa Rita  Comida Española Panamá,"Española, Argentina, Churrasquería",Panama City,$$,4.9,,,,"Pésima comida, mala atención y lo peor te meten dólares falsos aprovechando la poca luz del lugar. Cuando reclamas obviamente se hacen los desentendidos. Si no quieren vivir una mala experiencia, NO VALLAN!! Food 1 Service 1 Atmosphere 1 Price per person PAB 3035",,,restaurantguru,"{'comida': 'negative', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'negative'}","pesima comida, mala atencion peor meten dolares falsos aprovechando poca luz lugar. reclamas obviamente hacen desentendidos. si quieren vivir mala experiencia, vallan!! food 1 service 1 atmosphere 1 price per person pab 3035",restaurante santa rita comida espanola panama,"espanola, argentina, churrasqueria",spanish,44,263,5.0
rg_7386270,Restaurante Santa Rita  Comida Española Panamá,"Española, Argentina, Churrasquería",Panama City,$$,4.9,,,,"Fuimos a cenar en Santa Rita en nuestra última noche en Panamá y fue, sin exagerar, uno de los mejores momentos del viaje. El lugar es hermoso, con un ambiente cálido y elegante que invita a relajarse y disfrutar. Pero lo que realmente marca la diferencia es la atención impecable, cercana y genuina. Incluso la dueña, argentina, se acercó a saludarnos, y ese gesto hizo que la experiencia se sintiera todavía más especial y personalizada. Decidimos compartir varias entradas y platos, y cada uno superó al anterior. Los buñuelos de bacalao estaban increíbles, el portobello lleno de sabor y la tortilla de papas con trufa directamente espectacular. De principales, el salmón con papas y la pesca del día con risotto de hongos fueron de un nivel altísimo, con productos de calidad y una ejecución impecable. Se nota cuando hay pasión detrás de un proyecto, y Santa Rita lo transmite en cada detalle en la comida, en el servicio y en el ambiente. Es de esos lugares que no solo recomendás, sino que realmente querés que otros descubran. Sin duda volveríamos. Gracias por una noche inolvidable. Food 5 Service 5 Atmosphere 5 Price per person PAB 4045",,,restaurantguru,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","cenar santa rita ultima noche panama fue, exagerar, mejores momentos viaje. lugar hermoso, ambiente calido elegante invita relajarse disfrutar. realmente marca diferencia atencion impecable, cercana genuina. incluso duena, argentina, acerco saludarnos, gesto hizo experiencia sintiera todavia mas especial personalizada. decidimos compartir varias entradas platos, cada supero anterior. bunuelos bacalao increibles, portobello lleno sabor tortilla papas trufa directamente espectacular. principales, salmon papas pesca dia risotto hongos nivel altisimo, productos calidad ejecucion impecable. nota pasion detras proyecto, santa rita transmite cada detalle comida, servicio ambiente. lugares solo recomendas, sino realmente queres descubran. duda volveriamos. gracias noche inolvidable. food 5 service 5 atmosphere 5 price per person pab 4045",restaurante santa rita comida espanola panama,"espanola, argentina, churrasqueria",spanish,196,1148,4.862244897959184
rg_8821814,Valentis Pizzería y Restaurante,Italiana,Panama City,$$,4.9,,,,"Me encantó el lugar y la comida 1000000010. El servicio es excelente, son muy amables y explican acerca de todo. Atienden muy rápido y la comida no demora mucho. Ambientes tranquilo para una tarde donde quieres relajarte y solo comer Service Dine in Meal type Dinner Price per person PAB 2025 Food 5 Service 5 Atmosphere 5 Recommended dishes Fettuccine Alfredo Con Pollo, Hawaiianabacon de 8",,,restaurantguru,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'positive', 'ambiente': 'positive'}","encanto lugar comida 1000000010. servicio excelente, amables explican acerca todo. atienden rapido comida demora mucho. ambientes tranquilo tarde quieres relajarte solo comer service dine in meal type dinner price per person pab 2025 food 5 service 5 atmosphere 5 recommended dishes fettuccine alfredo pollo, hawaiianabacon 8",valentis pizzeria y restaurante,italiana,spanish,66,391,4.9393939393939394
rg_8821814,Valentis Pizzería y Restaurante,Italiana,Panama City,$$,4.9,,,,"Desde la bienvenida hasta cantar el cumpleaños todo fue excelente, nos asignaron una chica para el servicio, arreglaron la mesa con dulce y otros... La atención, actitud, servicio, precios y comida sobrepasó nuestras espectativas. Regresaremos, gracias chicas Service Dine in Meal type Dinner Price per person PAB 510 Food 5 Service 5 Atmosphere 5 Recommended dishes Calzone de Jamón, Palitroques Con Ajo Rellenos de Mozzarella, Lasagna de Carne",,,restaurantguru,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'positive', 'ambiente': 'neutral'}","bienvenida cantar cumpleanos excelente, asignaron chica servicio, arreglaron mesa dulce otros... atencion, actitud, servicio, precios comida sobrepaso espectativas. regresaremos, gracias chicas service dine in meal type dinner price per person pab 510 food 5 service 5 atmosphere 5 recommended dishes calzone jamon, palitroques ajo rellenos mozzarella, lasagna carne",valentis pizzeria y restaurante,italiana,spanish,68,445,5.5588235294117645
rg_8821814,Valentis Pizzería y Restaurante,Italiana,Panama City,$$,4.9,,,,"Es un ambiente agradable, aparte de eso cuando llegas tienes una buena atención por parte de los saloneros y la comida es muy deliciosa se los recomiendo full Service Dine in Meal type Dinner Price per person PAB 2025 Food 5 Service 5 Atmosphere 5",,,restaurantguru,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'positive', 'ambiente': 'positive'}","ambiente agradable, aparte llegas buena atencion parte saloneros comida deliciosa recomiendo full service dine in meal type dinner price per person pab 2025 food 5 service 5 atmosphere 5",valentis pizzeria y restaurante,italiana,spanish,45,247,4.511111111111111
rg_1585935,Kaandela Restaurant,Panameña,Panama City,$$$,4.9,,,,Muy bueno Food 4 Service 5 Atmosphere 5,,,restaurantguru,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'neutral'}",bueno food 4 service 5 atmosphere 5,kaandela restaurant,panamena,mixed,8,39,4.0
rg_1585935,Kaandela Restaurant,Panameña,Panama City,$$$,4.9,,,,"La comida no está mal. Pero parece que el mesero no le interesó lo que pedimos. Pedimos dos platillos, uno de entrada y otro de plato fuerte. Nos trajeron ambos platos exactamente al mismo tiempo. El mesero nos recomendó la carne bien cocida, pero decidimos pedirla termino medio y aún así le trajeron bien cocida. ¿Entonces para qué preguntan? Finalmente pedimos un espresso con el postre y trajeron el café 20 minutos después. Food 3 Service 2 Atmosphere 4",,,restaurantguru,"{'comida': 'neutral', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}","comida mal. parece mesero intereso pedimos. pedimos dos platillos, entrada plato fuerte. trajeron ambos platos exactamente mismo tiempo. mesero recomendo carne bien cocida, decidimos pedirla termino medio aun asi trajeron bien cocida. ¿entonces preguntan? finalmente pedimos espresso postre trajeron cafe 20 minutos despues. food 3 service 2 atmosphere 4",kaandela restaurant,panamena,spanish,79,458,4.810126582278481
rg_1585935,Kaandela Restaurant,Panameña,Panama City,$$$,4.9,,,,"Kaandela Restaurant is an absolute gem in historic downtown Panama! Located in the heart of the city just minutes from the cathedral, the restaurant is surrounded by stunning architecture and breathtaking views that create an unforgettable atmosphere. A special thank you to Luis Afu, the restaurant manager, who provided extensive and thoughtful details about food preparation and perfect wine pairing options. His knowledge and passion truly elevated the entire dining experience. The staff is fantastic  welcoming, attentive, and incredibly knowledgeable. You can genuinely feel their passion for hospitality from the moment you arrive. Chef Jose Aparicio even came out, and we had the opportunity to meet and personally thank him. He is such a young and talented chef with a true passion for the art of cooking. From the rich flavors to the beautiful plating, every dish is presented like art and tastes just as incredible. I cant emphasize enough how delicious the meal was. I will definitely be back to continue experiencing the food, culture, and vibrant energy this place brings. Highly recommend! P.S. If youre lucky, you may even be able to book a stay in this exclusive location  which makes the experience even more special. Meal type Dinner Price per person PAB 50 Food 5 Service 5 Atmosphere 5",,,restaurantguru,"{'comida': 'positive', 'servicio': 'positive', 'precio': 'neutral', 'ambiente': 'positive'}","kaandela restaurant is an absolute gem in historic downtown panama! located in the heart of the city just minutes from the cathedral, the restaurant is surrounded by stunning architecture and breathtaking views that create an unforgettable atmosphere. special thank you to luis afu, the restaurant manager, who provided extensive and thoughtful details about food preparation and perfect wine pairing options. his knowledge and passion truly elevated the entire dining experience. the staff is fantastic welcoming, attentive, and incredibly knowledgeable. you can genuinely feel their passion for hospitality from the moment you arrive. chef jose aparicio even came out, and we had the opportunity to meet and personally thank him. is such young and talented chef with true passion for the art of cooking. from the rich flavors to the beautiful plating, every dish is presented like art and tastes just as incredible. i cant emphasize enough how delicious the meal was. i will definitely be back to continue experiencing the food, culture, and vibrant energy this place brings. highly recommend! p.s. if youre lucky, you may even be able to book stay in this exclusive location which makes the experience even more special. meal type dinner price per person pab 50 food 5 service 5 atmosphere 5",kaandela restaurant,panamena,mixed,212,1307,5.160377358490566
rg_1362605,Aya la Vida Restaurante Comida Panameña Panamá,"Caribeña, Centroamericana, Grill",Panama City,$$$$,4.9,,,,"What a great experience Aya la Vida was! We came on the recommendation of friends and were so glad we did! The restaurant was spacious with many different sized tables for groups of every size. They had live music the night we went, which was such a fun experience to be a part of. The food was delicious  traditional Panamanian. Dont be turned off or confused by some of the dish names  they did literal translations for a few. We got the Volcano Old Clothes Meat  in Spanish its Ropa Vieja  which is a traditional slow cooked beef. Drinks were good, too, and all was reasonably priced. Id recommend a reservation, especially if youre more than 4. Meal type Dinner Price per person PAB 4045 Food 5 Service 5 Atmosphere 5",,,restaurantguru,"{'comida': 'positive', 'servicio': 'neutral', 'precio': 'positive', 'ambiente': 'positive'}","what great experience aya vida was! we came on the recommendation of friends and were so glad we did! the restaurant was spacious with many different sized tables for groups of every size. they had live music the night we went, which was such fun experience to be part of. the food was delicious traditional panamanian. dont be turned off or confused by some of the dish names they did literal translations for few. we got the volcano old clothes meat in spanish its ropa vieja which is traditional slow cooked beef. drinks were good, too, and all was reasonably priced. id recommend reservation, especially if youre more than 4. meal type dinner price per person pab 4045 food 5 service 5 atmosphere 5",aya la vida restaurante comida panamena panama,"caribena, centroamericana, grill",english,131,721,4.480916030534351
rg_1362605,Aya la Vida Restaurante Comida Panameña Panamá,"Caribeña, Centroamericana, Grill",Panama City,$$$$,4.9,,,,the lady at the reception was quite rude and kept pushing us to tip more even though we were quite unsatisfied our overall experience. we happened to be wearing casual clothes and were purposely seated at the very back behind a wall next to the bathroom and the kitchen even though the restaurant was almost EMPTY. there was live music and we couldnt see a thing because we were hidden away behind the wall. the food was mediocre and the rice we ordered was extremely undercooked. considering the quality pretty overpriced Meal type Dinner Price per person PAB 2025 Food 2 Service 2 Atmosphere 5,,,restaurantguru,"{'comida': 'negative', 'servicio': 'neutral', 'precio': 'neutral', 'ambiente': 'neutral'}",the lady at the reception was quite rude and kept pushing us to tip more even though we were quite unsatisfied our overall experience. we happened to be wearing casual clothes and were purposely seated at the very back behind wall next to the bathroom and the kitchen even though the restaurant was almost empty. there was live music and we couldnt see thing because we were hidden away behind the wall. the food was mediocre and the rice we ordered was extremely undercooked. considering the quality pretty overpriced meal type dinner price per person pab 2025 food 2 service 2 atmosphere 5,aya la vida restaurante comida panamena panama,"caribena, centroamericana, grill",english,105,595,4.6761904761904765
