restaurant_id,restaurant_name,category,location,price_range,overall_rating,review_rating,review_text,review_date,reviewer_name,source
rg_158b74de0b,Avantika,"Tailandesa, Sushi, Asiática",Panamá,$$,4.9,,"Segunda vez que venimos a Avantika. No me gusta hacer comentarios con una sola probada; antes de ir había leído las reseñas y me llamó la atención que todas eran positivas. Trato de no hacerme expectativas, pero la barra estaba alta. Mi primera experiencia fue muy agradable: los sabores estuvieron a punto y las porciones fueron generosas. El servicio fue impecable, a pesar de que el restaurante estaba lleno. Hoy fuimos por segunda vez y, desde la puerta, la atención fue esmerada. Anthony nos hizo sentir en casa. Ya en la mesa, la atención de Alex fue muy correcta. No estábamos buscando comer nada pesado; los cócteles estuvieron bien hechos. Me tomé el Martini de lychees, un ganador. Comida autóctona, buen servicio y excelente relación precio-calidad. Full recomendado. Food: 5 Service: 5 Atmosphere: 4 Meal type: Dinner Price per person: PAB 45–50 Dietary restrictions: Excelente menú para celiacos e intolerantes al glutén. Parking space: Plenty of parking Parking options: Free of charge parking lot, Valet",,,restaurantguru
rg_158b74de0b,Avantika,"Tailandesa, Sushi, Asiática",Panamá,$$,4.9,,Tanta atencion resulta contraproducente. El sentirce observado por los meseros y manager interrumpe el disfrute. Meal type: Dinner Price per person: PAB 45–50,,,restaurantguru
rg_158b74de0b,Avantika,"Tailandesa, Sushi, Asiática",Panamá,$$,4.9,,"Este restaurante con comida muy deliciosa y atención excelente por nuestros amigo Anyelo habla perfecto inglés muy positivo para las personas que solo manejan este idioma, muy recomendado ya hemos ido 2 veces y volveremos más ...",,,restaurantguru
rg_8fe99371b8,Olive Garden Altaplaza,"Italiana, Americana, Pescado y marisco, Bar de Vinos",Panamá,$$,4.9,,"Muy recomendado, buen servicio de Felipe. Food: 5 Service: 5 Atmosphere: 5",,,restaurantguru
rg_8fe99371b8,Olive Garden Altaplaza,"Italiana, Americana, Pescado y marisco, Bar de Vinos",Panamá,$$,4.9,,"Buen servicio, buena atención por parte de la joven Leonela. Meal type: Lunch",hace 26 días,,restaurantguru
rg_8fe99371b8,Olive Garden Altaplaza,"Italiana, Americana, Pescado y marisco, Bar de Vinos",Panamá,$$,4.9,,"Excelente experiencia en Olive Garden Altaplaza. La comida estuvo deliciosa, el ambiente muy agradable y la atención fue excelente. Felipe, nuestro mesero, fue muy amable y atento durante toda la visita. Muy recomendado. Food: 5 Service: 5 Atmosphere: 5 Price per person: PAB 50+",hace 3 meses,,restaurantguru
rg_d0b30b4373,El Container Food City,Comida Rápida,Panamá,$$,4.9,,"Bueeeenisimo!! Nos encantó, todo lo que pedimos sabía riquísimo! Y somos exigentes con la comida hahah. Price per person: PAB 5–10",,,restaurantguru
rg_d0b30b4373,El Container Food City,Comida Rápida,Panamá,$$,4.9,,Excelente atención por la mesera. Meal type: Dinner,,,restaurantguru
rg_d0b30b4373,El Container Food City,Comida Rápida,Panamá,$$,4.9,,"¡Una experiencia excelente! Visitamos El Container Food City y quedamos encantados. Las hamburguesas estaban deliciosas, con ingredientes de muy buena calidad que se notaban en cada bocado. Además, el menú ofrece un menú variado, lo que hace fácil encontrar algo que se adapte a cada gusto. Queremos destacar la atención que recibimos: la persona que nos atendió fue increíblemente amable, atenta y siempre con una sonrisa, lo cual hizo la visita aún más agradable. En cuanto a los precios, nos sorprendieron de forma muy positiva: son accesibles y justos para la calidad que ofrecen. Sin duda, un lugar al que volveremos. ¡Muy recomendado! Meal type: Lunch Food: 5 Service: 5 Atmosphere: 5",,,restaurantguru
rg_97fa84250c,Nacionsushi Altaplaza Mall,Sushi,Panamá,$$,4.9,,Me gusto la atención y las bebidas. Food: 5 Service: 5 Atmosphere: 5,hace 2 meses,,restaurantguru
rg_97fa84250c,Nacionsushi Altaplaza Mall,Sushi,Panamá,$$,4.9,,me gusto mucho los sushis muy buenos. Food: 5 Service: 5 Atmosphere: 5 Price per person: PAB 20–25,hace 2 meses,,restaurantguru
rg_97fa84250c,Nacionsushi Altaplaza Mall,Sushi,Panamá,$$,4.9,,"Estuvo todo muy bueno, me encantó la música y Antonio fue muy amable. Food: 5 Service: 5 Atmosphere: 5",hace 2 meses,,restaurantguru
rg_fe0c80d963,Dinastía Tang,China,Panamá,$$,4.9,,Buen servicio de Edwin nos gusto la comida la pasamos chévere en familia comida china #1 en Panamá los mejores ñ. Food: 5 Service: 5 Atmosphere: 5,,,restaurantguru
rg_fe0c80d963,Dinastía Tang,China,Panamá,$$,4.9,,Excelente atención!!! Y excelente comida. Food: 5 Service: 5 Atmosphere: 5,,,restaurantguru
rg_fe0c80d963,Dinastía Tang,China,Panamá,$$,4.9,,"Excelente experiencia en Dinastía Tang. La calidad de la comida fue impecable, con sabores auténticos y una presentación cuidada.  Quiero destacar especialmente a Daniela, cuya atención fue simplemente extraordinaria: amable, atenta a cada detalle y siempre con una disposición genuina para hacer de la visita algo memorable.  Sin duda, un lugar totalmente recomendable al que volveré. ¡Gracias por tan excelente servicio!",,,restaurantguru
rg_39f7f71204,Casa Catedral Restaurante,"Internacional, Latinoamericana, Mediterránea",Panamá,$$$$,4.9,,"La señorita Keitlin Nicole me atendió muy bien,muy atenta con el servicio y la relación con los clientes es increíble 10/10. Meal type: Lunch Parking space: Somewhat difficult to find parking",,,restaurantguru
rg_39f7f71204,Casa Catedral Restaurante,"Internacional, Latinoamericana, Mediterránea",Panamá,$$$$,4.9,,Bello lugar. Una carta corta con opciones en carnes y pescados. Me gustó que haya buenas ensaladas lo que no es frecuente. Su identidad la define la colección de antigüedades. Meal type: Lunch Price per person: PAB 30–35,,,restaurantguru
rg_39f7f71204,Casa Catedral Restaurante,"Internacional, Latinoamericana, Mediterránea",Panamá,$$$$,4.9,,Sebastian fue muy agradable y atento.. Nos encanto la experiencia,,,restaurantguru
rg_7776c465cf,Restaurante El Trapiche Bella Vista,"Latinoamericana, Panameña",Panamá,$$,4.8,,"La comida exquisita, la atención de José fue increíble! Comida panameña recomendadisima .. La opción vegana 10/10. Food: 5 Service: 5 Atmosphere: 5",,,restaurantguru
rg_7776c465cf,Restaurante El Trapiche Bella Vista,"Latinoamericana, Panameña",Panamá,$$,4.8,,"Lugar de comida típica y vernacular de Panamá. Precios accesibles, buenas porciones y excelente calidad. Food: 5 Service: 5 Atmosphere: 5 Meal type: Breakfast Price per person: PAB 10–15 Parking space: Plenty of parking Parking options: Free of charge parking lot",,,restaurantguru
rg_7776c465cf,Restaurante El Trapiche Bella Vista,"Latinoamericana, Panameña",Panamá,$$,4.8,,"Do not miss out on this experience if you are a tourist in Panama City. My husband and I had a layover in Panama City and discovered Restaurante El Trapiche Bella Vista near our hotel. With limited time, we were delighted to find this place offering a dinner show while dining in. The food was decent and gave us a good taste of Panamanian cuisine. However, the highlight was the exceptional service and the captivating traditional dance performance. While it might be pricier compared to the average cost of food in the city, the unique cultural experience makes it worth every penny. Food: 4 Service: 5 Atmosphere: 5 Service: Dine in Meal type: Dinner Price per person: PAB 35–40",,,restaurantguru
rg_444a574ced,"En La Fonda, Panamá","Criolla, Latinoamericana",Panamá,$$,4.8,,La comida que seleccione estaba en su punto bastante buena fui un día que no existía bastante gente lunes a la hora de almuerzo y la atención de la mesera fue excelente. Food: 4 Service: 4 Atmosphere: 3 Meal type: Lunch Price per person: PAB 25–30,,,restaurantguru
rg_444a574ced,"En La Fonda, Panamá","Criolla, Latinoamericana",Panamá,$$,4.8,,Todo muy bonito y buena atención. Food: 4 Service: 5 Atmosphere: 5,,,restaurantguru
rg_444a574ced,"En La Fonda, Panamá","Criolla, Latinoamericana",Panamá,$$,4.8,,"Si hay una experiencia gastronómica que realmente vale la pena en la Ciudad de Panamá, es detenerse en este rinconcito súper tradicional para probar la verdadera comida típica panameña. Todo tiene ese sabor casero que conquista desde el primer bocado: platos muy bien servidos, un sazón increíble y muchas opciones deliciosas que te dan ganas de probar un poco de todo. El pescado frito estaba espectacular, acompañado de arroz, plátano maduro y otras combinaciones clásicas de la cocina local. El ambiente es sencillo, acogedor y lleno de autenticidad, de esos lugares frecuentados por la misma gente de la ciudad, lo que hace que la experiencia sea todavía más especial. Y un detalle que hizo todo aún más divertido: en la parte de atrás realizan una clase de cocina súper entretenida donde puedes preparar tu propia comida y aprender más sobre los sabores tradicionales de Panamá. ¡Me encantó la propuesta! Además de la excelente comida, la atención fue muy amable y los precios son súper justos por la calidad y la cantidad servida. Sin duda, una parada obligatoria para quienes quieren conocer la cultura local a través de la gastronomía. ¡Lo recomiendo muchísimo! Food: 5 Service: 5 Atmosphere: 5 Meal type: Other",,,restaurantguru
rg_fb0e254b60,LA CAVA wine bar de Burrata Bufala,"Mediterránea, Española, Bar de Vinos, Italiana, Pizza",Panamá,$$,4.8,,Para que te cuento yo algo qué puedes ver tú con tus propios ojos espectacular te trasladas a otra dimensión en un solo,,,restaurantguru
rg_fb0e254b60,LA CAVA wine bar de Burrata Bufala,"Mediterránea, Española, Bar de Vinos, Italiana, Pizza",Panamá,$$,4.8,,"Deliciosa comida, excelente para pasar un rato ameno entre amigos y familiares, Hacia tiempo que no comía algo tan bueno y de tanta calidad. Excelente servicio y la atención es genial.",,,restaurantguru
rg_fb0e254b60,LA CAVA wine bar de Burrata Bufala,"Mediterránea, Española, Bar de Vinos, Italiana, Pizza",Panamá,$$,4.8,,"Encantada con la pizza, ame que tienen opciones tanto de pastas como pizzas gluten free, lo mejor zona céntrica de la ciudad",,,restaurantguru
rg_87b50c6483,Bocatto di Angeli,,Panamá,$$,4.8,,"100/10 atención, decoración y sabor.",,,restaurantguru
rg_87b50c6483,Bocatto di Angeli,,Panamá,$$,4.8,,"El mejor, nada más q agregar. Food: 5 Service: 5 Atmosphere: 5",,,restaurantguru
rg_87b50c6483,Bocatto di Angeli,,Panamá,$$,4.8,,Es toda una  exquisitez  maravilloso  ni acá en  Miami he visto algo igual  para esa fecha especial  e inolvidable  Bocatto di Angeli.,,,restaurantguru
rg_09d2fc99fa,Restaurante Mar de Grau,"Peruana, Pescado y marisco",Panamá,$$,4.8,,"Excelente ubicación, Menú, precios y sobre todo SU ATENCIÓN",,,restaurantguru
rg_09d2fc99fa,Restaurante Mar de Grau,"Peruana, Pescado y marisco",Panamá,$$,4.8,,Deliciosa comida y excelente atención... Visitenlo y disfruten de una cerveza cusqueña... 100% recomendado..,,,restaurantguru
rg_09d2fc99fa,Restaurante Mar de Grau,"Peruana, Pescado y marisco",Panamá,$$,4.8,,"la comida super rica... había estacionamiento,, lachica q nos atendió creo q le faltó un poco  de iniciativa... pero x lo demás muy bueno",,,restaurantguru
rg_b850d47b86,Restaurante Maharaja,"India, Asiática",Panamá,$$,4.8,,Deliciosa la comida y muy buen servicio. Food: 5 Service: 5 Atmosphere: 4,,,restaurantguru
rg_b850d47b86,Restaurante Maharaja,"India, Asiática",Panamá,$$,4.8,,"Servicio a tiempo, excelente guia y sugerencias de los platos por parte de la joven que nos atendió. Food: 5 Service: 5 Atmosphere: 5",,,restaurantguru
rg_b850d47b86,Restaurante Maharaja,"India, Asiática",Panamá,$$,4.8,,"Muy buena ubicación y hay suficientes espacios para estacionar. La comida súper rica y delicioso. Pedimos un poco de todo para probar. Entradas, platos fuertes, bebidas, postres. La atención es muy buena y siempre pendiente de uno y nos preguntan si todo va bien o no. Nos encantó el paneer chilli y methi malai paneer pero el resto estaba igual de rico. Buena sazón y saber de la comida de la India. Definitivamente volveremos. Food: 4 Service: 5 Atmosphere: 4 Meal type: Lunch Price per person: PAB 25–30 Vegetarian options: Muchas opciones",,,restaurantguru
rg_ffe8ffb9f5,Sabor de la India,India,Panamá,$$,4.8,,"Es un lugar algo pequeño pero acogedor, con música. Food: 5 Service: 5 Atmosphere: 5 Price per person: PAB 20–25",,,restaurantguru
rg_ffe8ffb9f5,Sabor de la India,India,Panamá,$$,4.8,,Cada cierto tiempo voy a comer a este restaurante y la comida es muy buena! Te recomiendo salir de la rutina... Food: 4 Service: 4 Atmosphere: 3,,,restaurantguru
rg_ffe8ffb9f5,Sabor de la India,India,Panamá,$$,4.8,,Excelente restaurante con el sabor de la India en Panamá.  Parada obligatoria para conocer sobre gusta experimentar platillos de medio oriente,,,restaurantguru
rg_2caf94ab20,Doraditos Rosticería Y Pizzería,"Oriente Medio, Pizza",Panamá,$,4.8,,Servicios malos .la atencion pesima y elnproducto lleno de aceite. Food: 1 Service: 1 Atmosphere: 1,,,restaurantguru
rg_2caf94ab20,Doraditos Rosticería Y Pizzería,"Oriente Medio, Pizza",Panamá,$,4.8,,"El pollo muy bueno y la salsa, una de las mejores. Pizzas delgadas. Personal amable. Recomiendo que sí vas a pedir para llevar, hagas la llamada. Esperas menos tiempo. Food: 5 Service: 5 Atmosphere: 4",,,restaurantguru
rg_2caf94ab20,Doraditos Rosticería Y Pizzería,"Oriente Medio, Pizza",Panamá,$,4.8,,Es un referente de Panamá .. pero la falta de sucursales y sobresaturación de mercado en una sola sede a desmejorado considerablemente la calidad del producto soñaba con volver q Panamá q comer el pollo frito vyvlos bollitos de maíz y de verdad he quedado insatisfecha... Lamento,,,restaurantguru
rg_d9dfbbac03,Casa Sucre Coffeehouse,,Panamá,$$,4.8,,"Muy buen sitio. Pedí un café geisha y un sabor muy bueno, volveré. Food: 5 Service: 5 Atmosphere: 5",,,restaurantguru
rg_d9dfbbac03,Casa Sucre Coffeehouse,,Panamá,$$,4.8,,Me preparo un matcha riquisisiiimo el camarero. Además es de esas personas que si tienes un mal día te lo alegra,,,restaurantguru
rg_d9dfbbac03,Casa Sucre Coffeehouse,,Panamá,$$,4.8,,"While eating a delicious breakfast sandwich and drinking Geisha coffee, I watched the city pass in silence from the large glass windows of Casa Sucre Coffeehouse. Time stands still here, in a city that is always on the move. Thank you for that.",,,restaurantguru
rg_c624360d06,Donde Stan S.A.,,Panamá,$,2.4,,"Excelente empanadas full recomendadas, en especial las de Bacalao. Food: 5 Service: 5 Atmosphere: 5",,,restaurantguru
rg_c624360d06,Donde Stan S.A.,,Panamá,$,2.4,,Muy buenas las empanadas! Food: 4 Service: 4 Atmosphere: 4,,,restaurantguru
rg_c624360d06,Donde Stan S.A.,,Panamá,$,2.4,,Los mejores patties y plantinta de la ciudad. Me trajeron un par hasta españa y todavia sabe fresco is. Food: 5 Service: 5 Atmosphere: 5,,,restaurantguru
rg_41a4ec7c9b,Aji de Cali,,Panamá,$,1.1,,"Muy bueno, pero quedé con hambre jaja",,,restaurantguru
rg_41a4ec7c9b,Aji de Cali,,Panamá,$,1.1,,"Comida excelente, el ambiente es relativamente agradable, el único inconveniente es que está al lado de una ferretería, añadiendo constante ruido, pero fuera de eso, en horas de la noche es muy ameno, sobre todo para comprar salchipapas para compartir con amigos. Food: 5 Service: 4 Atmosphere: 4 Price per person: PAB 5–10",,,restaurantguru
rg_41a4ec7c9b,Aji de Cali,,Panamá,$,1.1,,"Mi lugar favorito de arepas colombianas y salchipapas. Chicharrones crujientes, las salsas deliciosas. Food: 5 Service: 5 Price per person: PAB 5–10",,,restaurantguru
rg_d9c50226ce,Beauty and the Butcher,"Comida Rápida, Americana",Panamá,$$,4.8,,"Excelente lugar, bonito, seguro y tranquilo, si bien pedí comida para llevar se veía muy amigable, la atención muy amable y rápida y destacó que la comida estaba deliciosa como una ensalada realmente deliciosa, las hamburguesas únicas. Totalmente recomendado. Food: 5 Service: 5 Atmosphere: 5 Price per person: PAB 25–30",hace 3 meses,,restaurantguru
rg_d9c50226ce,Beauty and the Butcher,"Comida Rápida, Americana",Panamá,$$,4.8,,La comida y el servicio súper delicioso! La joven fue muy amable. Food: 5 Service: 5 Atmosphere: 5 Meal type: Lunch Price per person: PAB 15–20,hace 3 meses,,restaurantguru
rg_d9c50226ce,Beauty and the Butcher,"Comida Rápida, Americana",Panamá,$$,4.8,,"Muy buen lugar y la señora Roxana es una excelente trabajadora , muy atenta y cordial con todo. Food: 5 Service: 5 Atmosphere: 5 Price per person: PAB 10–15",hace 3 meses,,restaurantguru
rg_9c245a7b63,Fren Eat And Chill,"Caribeña, Colombiana, Sudamericana, Venezolana",Panamá,$,4.8,,"La gente más amable de la ciudad y la comida es fresca. Lo mejor de la ciudad, auténtico servicio al cliente venezolano de primera clase. Thank you, B. Food: 5 Service: 5 Atmosphere: 5",,,restaurantguru
rg_9c245a7b63,Fren Eat And Chill,"Caribeña, Colombiana, Sudamericana, Venezolana",Panamá,$,4.8,,"Muy buena atención de su personal. Cuenta con diferentes opciones de bebidas, y menú con variedad de hamburguesas, arepas, pepitos y otros; centrado en la cocina venezolana. Food: 4 Service: 5 Atmosphere: 4 Order type: Dine in Meal type: Dinner Price per person: PAB 15–20",,,restaurantguru
rg_9c245a7b63,Fren Eat And Chill,"Caribeña, Colombiana, Sudamericana, Venezolana",Panamá,$,4.8,,Deliciosas arepas y cerveza local fría! Muy buenos precios y buen servicio. Food: 5 Service: 5 Atmosphere: 5 Order type: Dine in Meal type: Dinner Price per person: PAB 20–25,,,restaurantguru
rg_82b9bdded4,Pupusería Don Choto,,Panamá,$,4.8,,"Excelente atención, tremenda calidad de la comida de Don Choto. Dios bendiga tus manos. Gracias por deleitarnos. Price per person: PAB 1–5 Food: 5 Service: 5 Atmosphere: 5",hace un año,,restaurantguru
rg_82b9bdded4,Pupusería Don Choto,,Panamá,$,4.8,,"Desde que descubrí este lugar todas las quincena pido mi pupusa para toda la familia, exelente sabor, servicio, calidad, amor. Gracias Don Choto por traernos la experiencia salvadoreña se lo recomiendo de verdad pidan la suya Price per person: PAB 1–5 Food: 5 Service: 5 Atmosphere: 5",,,restaurantguru
rg_82b9bdded4,Pupusería Don Choto,,Panamá,$,4.8,,"Las pupusas son hechas con amor y cariño para nuestros comensales. 100% calidad, buen sabor y precio razonable. Price per person: PAB 5–10 Food: 5 Service: 5 Atmosphere: 5",hace 3 años,,restaurantguru
rg_0f679e3082,Restaurante Alla on de uno Amador,,Panamá,$,4.8,,"Cómo allí muy frecuentemente, la comida es deliciosa, y la atención es personalizada Meal type: Lunch Price per person: PAB 5–10 Food: 4 Service: 5 Atmosphere: 4",,,restaurantguru
rg_0f679e3082,Restaurante Alla on de uno Amador,,Panamá,$,4.8,,Muy rica la comida Food: 5 Service: 5 Atmosphere: 5,,,restaurantguru
rg_0f679e3082,Restaurante Alla on de uno Amador,,Panamá,$,4.8,,"Excelente lugar, bonitas instalaciones. Son Pet friendly, buena ubicación, buen menú de comida criolla panameña. Excelente servicio.",hace un año,,restaurantguru
rg_02b5e9cedb,Restaurante La Felicidad | 12 de Octubre,China,Panamá,$,4.8,,Buena comida. Recomendado. Food: 5 Service: 5 Atmosphere: 5,,,restaurantguru
rg_02b5e9cedb,Restaurante La Felicidad | 12 de Octubre,China,Panamá,$,4.8,,Buena comida. Food: 5 Service: 5 Atmosphere: 5,,,restaurantguru
rg_02b5e9cedb,Restaurante La Felicidad | 12 de Octubre,China,Panamá,$,4.8,,Comida buena y económica. Food: 5 Service: 5 Atmosphere: 5,,,restaurantguru
rg_939a090c9b,Avocat Organic Deli - Aeropuerto - Gluten Free,,Panamá,$$,4.8,,"Tienen carteles que dan a confusión, hay un pan que dice “Vegan mozarella & Ham” y efectivamente el queso es vegano pero el jamón no, cual seria el sentido? La persona que nos atendió insistía en que las tortas con cartel “vegetarianas” eran veganas.. Creo que podrían confundir a consumidores veganos, faltaria mas claridad y conocimiento por parte de quienes atienden. Food: 1 Service: 3 Atmosphere: 3",hace un año,,restaurantguru
rg_939a090c9b,Avocat Organic Deli - Aeropuerto - Gluten Free,,Panamá,$$,4.8,,La mejor comida que tiene el Aeropuerto de Tocúmen! 100% recomendada Food: 5 Service: 5 Atmosphere: 5,,,restaurantguru
rg_939a090c9b,Avocat Organic Deli - Aeropuerto - Gluten Free,,Panamá,$$,4.8,,"Best gluten free food I’ve ever had at any airport!! The salmon goat cheese sandwich was chefs kiss, and the empanadas were so good! If you have celiacs or a gluten sensitivity and you’re at the Panama airport, you must check it out! Food: 5 Service: 5 Atmosphere: 5",,,restaurantguru
rg_e033374edf,Arepas de mi Tierra Panamá,Colombiana,Panamá,$,4.8,,Son arepas muy buenas. El servicio es excelente también! Food: 5 Service: 5 Atmosphere: 4,,,restaurantguru
rg_e033374edf,Arepas de mi Tierra Panamá,Colombiana,Panamá,$,4.8,,Las mejores arepas de Panamá. Food: 5 Service: 5 Atmosphere: 5,,,restaurantguru
rg_e033374edf,Arepas de mi Tierra Panamá,Colombiana,Panamá,$,4.8,,Muy bueno recomiendo mucho la arepa de chicharrón muy crocante. Food: 5 Service: 5 Atmosphere: 5,,,restaurantguru
